wavelength,flux,error
36.6875,10873.5,96.34
36.69,10877,96.37
36.6925,10880.8,96.4
36.695,10884.6,96.44
36.6975,10888.5,96.47
36.7,10892.2,96.5
36.7025,10895.6,96.53
36.705,10898.6,96.57
36.7075,10901.3,96.6
36.71,10903.5,96.63
36.7125,10905.3,96.66
36.715,10907.2,96.7
36.7175,10908.9,96.73
36.72,10911,96.76
36.7225,10913,96.8
36.725,10915,96.83
36.7275,10917,96.86
36.73,10918.8,96.9
36.7325,10920.1,96.93
36.735,10921,96.97
36.7375,10921.2,97
36.74,10921.1,97.04
36.7425,10920.5,97.07
36.745,10919.7,97.11
36.7475,10919.1,97.14
36.75,10918.5,97.18
36.7525,10918.2,97.21
36.755,10917.8,97.25
36.7575,10917.6,97.28
36.76,10917.2,97.32
36.7625,10916.4,97.36
36.765,10915.4,97.39
36.7675,10914.1,97.43
36.77,10912.8,97.47
36.7725,10911,97.5
36.775,10909.3,97.54
36.7775,10907.8,97.58
36.78,10906.2,97.61
36.7825,10904.3,97.65
36.785,10902.3,97.69
36.7875,10899.7,97.72
36.79,10896.4,97.76
36.7925,10892.6,97.8
36.795,10888.3,97.84
36.7975,10883.7,97.88
36.8,10879.4,97.91
36.8025,10875.3,97.95
36.805,10871.9,97.99
36.8075,10869.4,98.03
36.81,10867.8,98.07
36.8125,10866.8,98.1
36.815,10866.6,98.14
36.8175,10866.1,98.18
36.82,10865.5,98.22
36.8225,10864.5,98.25
36.825,10863.3,98.3
36.8275,10861.7,98.33
36.83,10860.1,98.37
36.8325,10858.8,98.41
36.835,10858.1,98.45
36.8375,10857.8,98.49
36.84,10858.2,98.52
36.8425,10858.9,98.56
36.845,10859.7,98.6
36.8475,10860.3,98.64
36.85,10860.3,98.67
36.8525,10859.3,98.71
36.855,10857.5,98.75
36.8575,10855.3,98.79
36.86,10852.6,98.83
36.8625,10849.6,98.86
36.865,10846.7,98.9
36.8675,10844,98.94
36.87,10841.5,98.97
36.8725,10839.2,99.01
36.875,10837.3,99.05
36.8775,10835.8,99.08
36.88,10835,99.12
36.8825,10834.7,99.15
36.885,10835,99.19
36.8875,10836.1,99.23
36.89,10837.7,99.26
36.8925,10839.9,99.3
36.895,10842.7,99.33
36.8975,10845.6,99.37
36.9,10848.2,99.4
36.9025,10850,99.44
36.905,10850.6,99.47
36.9075,10850.2,99.5
36.91,10848.4,99.54
36.9125,10845.6,99.57
36.915,10841.8,99.6
36.9175,10837.5,99.64
36.92,10832.9,99.67
36.9225,10828.8,99.7
36.925,10825.1,99.73
36.9275,10822.4,99.76
36.93,10820.6,99.79
36.9325,10819.6,99.82
36.935,10819.2,99.85
36.9375,10818.8,99.88
36.94,10818,99.91
36.9425,10816.8,99.94
36.945,10814.9,99.97
36.9475,10812.7,100
36.95,10810,100.03
36.9525,10807.3,100.06
36.955,10805.1,100.08
36.9575,10803,100.11
36.96,10801.7,100.13
36.9625,10800.9,100.16
36.965,10800.7,100.19
36.9675,10800.7,100.21
36.97,10800.7,100.23
36.9725,10800.7,100.26
36.975,10800.5,100.28
36.9775,10800.3,100.31
36.98,10800.1,100.33
36.9825,10799.8,100.35
36.985,10799.6,100.37
36.9875,10799.6,100.39
36.99,10799.7,100.41
36.9925,10800.1,100.43
36.995,10800.8,100.45
36.9975,10801.5,100.47
37,10802.3,100.49
37.0025,10803.1,100.5
37.005,10803.7,100.53
37.0075,10803.9,100.54
37.01,10803.9,100.56
37.0125,10803.7,100.57
37.015,10803.2,100.59
37.0175,10802,100.6
37.02,10800.2,100.62
37.0225,10797.7,100.63
37.025,10794.5,100.64
37.0275,10790.3,100.65
37.03,10785.5,100.66
37.0325,10780.1,100.68
37.035,10774.2,100.69
37.0375,10768.4,100.7
37.04,10762.4,100.71
37.0425,10757.4,100.72
37.045,10753.3,100.73
37.0475,10750,100.73
37.05,10748.1,100.74
37.0525,10747,100.75
37.055,10746.4,100.75
37.0575,10746.1,100.76
37.06,10746.1,100.76
37.0625,10745.9,100.77
37.065,10745.4,100.77
37.0675,10744.7,100.78
37.07,10743.8,100.78
37.0725,10742.9,100.78
37.075,10742.4,100.78
37.0775,10742.2,100.79
37.08,10742.2,100.79
37.0825,10742.7,100.79
37.085,10743.4,100.79
37.0875,10744.2,100.78
37.09,10744.9,100.78
37.0925,10745.5,100.78
37.095,10745.7,100.78
37.0975,10745.6,100.78
37.1,10745.2,100.78
37.1025,10744.6,100.77
37.105,10743.9,100.77
37.1075,10743.2,100.76
37.11,10742.7,100.76
37.1125,10742.5,100.75
37.115,10742.4,100.75
37.1175,10742.8,100.74
37.12,10743.3,100.73
37.1225,10743.9,100.73
37.125,10744.7,100.72
37.1275,10745.5,100.71
37.13,10746.7,100.7
37.1325,10748.2,100.69
37.135,10749.8,100.68
37.1375,10751.8,100.67
37.14,10754.3,100.66
37.1425,10756.8,100.65
37.145,10760,100.64
37.1475,10762.8,100.63
37.15,10765.5,100.62
37.1525,10767.9,100.61
37.155,10769.9,100.59
37.1575,10771.1,100.58
37.16,10771.6,100.57
37.1625,10771.3,100.55
37.165,10770.3,100.54
37.1675,10768.4,100.53
37.17,10765.9,100.51
37.1725,10762.5,100.5
37.175,10758.4,100.48
37.1775,10753.9,100.47
37.18,10749.1,100.45
37.1825,10744.1,100.44
37.185,10739.3,100.42
37.1875,10734.8,100.4
37.19,10731,100.39
37.1925,10728.1,100.37
37.195,10726.1,100.35
37.1975,10725.5,100.34
37.2,10726.1,100.32
37.2025,10727.5,100.3
37.205,10730,100.28
37.2075,10733.2,100.27
37.21,10736.9,100.25
37.2125,10741.1,100.23
37.215,10745.6,100.21
37.2175,10750.3,100.2
37.22,10755.2,100.18
37.2225,10760,100.16
37.225,10764.8,100.14
37.2275,10769.4,100.12
37.23,10773.8,100.1
37.2325,10777.8,100.08
37.235,10781.2,100.06
37.2375,10784,100.04
37.24,10786.1,100.02
37.2425,10787.3,100.01
37.245,10787.9,99.99
37.2475,10787.9,99.97
37.25,10787.4,99.95
37.2525,10786.1,99.93
37.255,10784.2,99.91
37.2575,10781.7,99.89
37.26,10778.7,99.87
37.2625,10774.9,99.85
37.265,10770.9,99.83
37.2675,10766.5,99.81
37.27,10761.8,99.79
37.2725,10756.9,99.77
37.275,10751.8,99.75
37.2775,10747.1,99.73
37.28,10742.5,99.72
37.2825,10738.2,99.7
37.285,10734.2,99.68
37.2875,10730.3,99.66
37.29,10726.3,99.64
37.2925,10721.9,99.62
37.295,10717.7,99.6
37.2975,10713.2,99.58
37.3,10708.8,99.56
37.3025,10704.3,99.55
37.305,10699.9,99.53
37.3075,10695.8,99.51
37.31,10691.9,99.49
37.3125,10688.7,99.47
37.315,10686,99.45
37.3175,10683.7,99.44
37.32,10681.6,99.42
37.3225,10679.9,99.4
37.325,10678.1,99.38
37.3275,10676.4,99.37
37.33,10674.6,99.35
37.3325,10673.2,99.33
37.335,10672,99.32
37.3375,10671.1,99.3
37.34,10670.7,99.29
37.3425,10670.6,99.27
37.345,10671,99.25
37.3475,10671.7,99.24
37.35,10672.6,99.22
37.3525,10673.3,99.21
37.355,10673.9,99.19
37.3575,10674.3,99.18
37.36,10674.6,99.16
37.3625,10674.6,99.15
37.365,10674.5,99.14
37.3675,10674.3,99.12
37.37,10674,99.11
37.3725,10673.6,99.09
37.375,10673,99.08
37.3775,10672.1,99.07
37.38,10671,99.06
37.3825,10669.5,99.04
37.385,10667.5,99.03
37.3875,10665.1,99.02
37.39,10662.1,99.01
37.3925,10658.8,99
37.395,10655.2,98.99
37.3975,10651.3,98.97
37.4,10647.2,98.96
37.4025,10642.9,98.95
37.405,10638.5,98.94
37.4075,10634.2,98.93
37.41,10629.7,98.92
37.4125,10625.7,98.91
37.415,10622,98.9
37.4175,10619.2,98.89
37.42,10616.8,98.89
37.4225,10615.1,98.88
37.425,10614.2,98.87
37.4275,10613.7,98.86
37.43,10613.7,98.85
37.4325,10614,98.85
37.435,10614.8,98.84
37.4375,10615.5,98.83
37.44,10616.7,98.83
37.4425,10618.2,98.82
37.445,10619.9,98.81
37.4475,10622.2,98.81
37.45,10624.9,98.8
37.4525,10628,98.8
37.455,10631.5,98.79
37.4575,10635.2,98.79
37.46,10638.8,98.78
37.4625,10642.1,98.78
37.465,10644.9,98.77
37.4675,10646.6,98.77
37.47,10647.2,98.76
37.4725,10646.6,98.76
37.475,10644.7,98.76
37.4775,10641.9,98.75
37.48,10638.4,98.75
37.4825,10634.6,98.75
37.485,10631.2,98.75
37.4875,10628.3,98.74
37.49,10626.4,98.74
37.4925,10625.5,98.74
37.495,10625.6,98.74
37.4975,10626.4,98.74
37.5,10628,98.74
37.5025,10630.1,98.74
37.505,10632.4,98.74
37.5075,10634.9,98.73
37.51,10637.3,98.73
37.5125,10639.8,98.73
37.515,10642,98.73
37.5175,10643.9,98.73
37.52,10645.5,98.73
37.5225,10646.3,98.73
37.525,10646.4,98.73
37.5275,10645.7,98.74
37.53,10644.1,98.74
37.5325,10641.8,98.74
37.535,10638.5,98.74
37.5375,10634.9,98.74
37.54,10630.9,98.74
37.5425,10627.1,98.74
37.545,10623.6,98.74
37.5475,10620.4,98.75
37.55,10617.4,98.75
37.5525,10614.5,98.75
37.555,10611.6,98.75
37.5575,10608.9,98.76
37.56,10605.7,98.76
37.5625,10602.5,98.76
37.565,10599,98.76
37.5675,10595,98.77
37.57,10591.6,98.77
37.5725,10588.2,98.77
37.575,10584.8,98.77
37.5775,10581.6,98.78
37.58,10578.7,98.78
37.5825,10575.8,98.78
37.585,10573,98.79
37.5875,10570.6,98.79
37.59,10568.4,98.79
37.5925,10566.7,98.8
37.595,10565.1,98.8
37.5975,10563.4,98.8
37.6,10561.4,98.81
37.6025,10559.1,98.81
37.605,10556.3,98.81
37.6075,10552.9,98.82
37.61,10548.8,98.82
37.6125,10543.8,98.83
37.615,10538.5,98.83
37.6175,10532.8,98.83
37.62,10526.8,98.84
37.6225,10521.1,98.84
37.625,10516,98.84
37.6275,10511.2,98.85
37.63,10507.1,98.85
37.6325,10503.8,98.85
37.635,10500.7,98.86
37.6375,10498.2,98.86
37.64,10495.8,98.87
37.6425,10493.7,98.87
37.645,10491.5,98.87
37.6475,10489.1,98.88
37.65,10486.4,98.88
37.6525,10483.7,98.88
37.655,10480.7,98.89
37.6575,10477.7,98.89
37.66,10475.2,98.89
37.6625,10473.6,98.89
37.665,10472.5,98.9
37.6675,10472,98.9
37.67,10472,98.9
37.6725,10472.6,98.91
37.675,10473.3,98.91
37.6775,10473.7,98.91
37.68,10473.6,98.92
37.6825,10472.8,98.92
37.685,10471.2,98.92
37.6875,10469,98.92
37.69,10466,98.92
37.6925,10462.9,98.93
37.695,10459.6,98.93
37.6975,10456.5,98.93
37.7,10453.3,98.93
37.7025,10450.4,98.93
37.705,10447.6,98.94
37.7075,10445,98.94
37.71,10442.5,98.94
37.7125,10440.4,98.94
37.715,10438.6,98.94
37.7175,10436.9,98.94
37.72,10435.6,98.94
37.7225,10434.8,98.95
37.725,10434.5,98.95
37.7275,10434.6,98.95
37.73,10435.2,98.95
37.7325,10436.4,98.95
37.735,10437.8,98.95
37.7375,10439.5,98.95
37.74,10441.4,98.95
37.7425,10443.4,98.95
37.745,10445.6,98.95
37.7475,10448,98.95
37.75,10450.4,98.95
37.7525,10452.9,98.94
37.755,10455.2,98.94
37.7575,10457.3,98.94
37.76,10459.1,98.94
37.7625,10460.4,98.94
37.765,10461,98.94
37.7675,10460.9,98.94
37.77,10460.3,98.94
37.7725,10459,98.93
37.775,10457.2,98.93
37.7775,10455.4,98.93
37.78,10453.4,98.93
37.7825,10451.5,98.93
37.785,10450.3,98.92
37.7875,10449.2,98.92
37.79,10448.7,98.92
37.7925,10448.5,98.92
37.795,10448.7,98.91
37.7975,10449,98.91
37.8,10449.5,98.91
37.8025,10450,98.9
37.805,10450.9,98.9
37.8075,10451.6,98.9
37.81,10452.6,98.89
37.8125,10453.8,98.89
37.815,10455,98.89
37.8175,10456.1,98.88
37.82,10456.9,98.88
37.8225,10457.1,98.87
37.825,10456.6,98.87
37.8275,10455.3,98.86
37.83,10453.4,98.86
37.8325,10450.9,98.85
37.835,10447.9,98.85
37.8375,10444.7,98.84
37.84,10441.6,98.84
37.8425,10438.8,98.83
37.845,10436.4,98.83
37.8475,10434.2,98.82
37.85,10432.5,98.82
37.8525,10430.7,98.81
37.855,10428.6,98.8
37.8575,10426.5,98.8
37.86,10424,98.79
37.8625,10421.7,98.78
37.865,10420,98.78
37.8675,10418.8,98.77
37.87,10418.5,98.76
37.8725,10419,98.75
37.875,10420.5,98.75
37.8775,10422.5,98.74
37.88,10424.9,98.73
37.8825,10427.2,98.72
37.885,10429.1,98.72
37.8875,10430.4,98.71
37.89,10431.1,98.7
37.8925,10431,98.69
37.895,10430.3,98.68
37.8975,10428.9,98.67
37.9,10427.2,98.66
37.9025,10424.9,98.65
37.905,10422.3,98.64
37.9075,10419.3,98.63
37.91,10416,98.62
37.9125,10412.6,98.61
37.915,10408.8,98.6
37.9175,10405,98.59
37.92,10401.6,98.58
37.9225,10398.5,98.57
37.925,10396,98.56
37.9275,10394.1,98.55
37.93,10392.9,98.54
37.9325,10392,98.53
37.935,10391.6,98.51
37.9375,10391.3,98.5
37.94,10391,98.49
37.9425,10390.5,98.48
37.945,10389.8,98.46
37.9475,10389,98.45
37.95,10388.1,98.44
37.9525,10387.1,98.42
37.955,10385.9,98.41
37.9575,10384.8,98.4
37.96,10383.5,98.38
37.9625,10382.4,98.37
37.965,10381.3,98.35
37.9675,10380.2,98.34
37.97,10379.2,98.32
37.9725,10378.4,98.31
37.975,10377.7,98.29
37.9775,10377.2,98.27
37.98,10377,98.26
37.9825,10376.7,98.24
37.985,10376.6,98.23
37.9875,10376.5,98.21
37.99,10376.3,98.19
37.9925,10376.3,98.17
37.995,10376.1,98.16
37.9975,10376,98.14
38,10375.9,98.12
38.0025,10375.9,98.1
38.005,10375.8,98.08
38.0075,10375.5,98.06
38.01,10375.1,98.04
38.0125,10374.5,98.02
38.015,10373.4,98
38.0175,10372.1,97.98
38.02,10370.2,97.96
38.0225,10368.2,97.94
38.025,10365.9,97.92
38.0275,10363.4,97.9
38.03,10361.2,97.88
38.0325,10359,97.86
38.035,10357,97.83
38.0375,10355.5,97.81
38.04,10354.3,97.79
38.0425,10353.5,97.76
38.045,10353.1,97.74
38.0475,10353.1,97.72
38.05,10353.6,97.69
38.0525,10354,97.67
38.055,10354.7,97.64
38.0575,10355.3,97.62
38.06,10355.7,97.59
38.0625,10355.5,97.57
38.065,10354.7,97.54
38.0675,10353.3,97.51
38.07,10351.4,97.48
38.0725,10349.3,97.46
38.075,10347.1,97.43
38.0775,10345,97.4
38.08,10343.1,97.37
38.0825,10341.7,97.35
38.085,10340.5,97.32
38.0875,10339.7,97.29
38.09,10339.3,97.26
38.0925,10339,97.23
38.095,10338.8,97.2
38.0975,10338.7,97.17
38.1,10338.7,97.13
38.1025,10338.5,97.1
38.105,10338.5,97.07
38.1075,10338.3,97.04
38.11,10338.3,97.01
38.1125,10338,96.98
38.115,10337.4,96.94
38.1175,10336.5,96.91
38.12,10335.2,96.88
38.1225,10333.7,96.84
38.125,10331.9,96.81
38.1275,10330,96.77
38.13,10327.8,96.74
38.1325,10325.8,96.7
38.135,10323.7,96.67
38.1375,10321.8,96.63
38.14,10320.3,96.6
38.1425,10318.8,96.56
38.145,10317.6,96.53
38.1475,10316.3,96.49
38.15,10314.9,96.45
38.1525,10313.4,96.42
38.155,10312,96.38
38.1575,10310.5,96.34
38.16,10308.8,96.3
38.1625,10306.8,96.27
38.165,10304.4,96.23
38.1675,10301.7,96.19
38.17,10298.8,96.15
38.1725,10295.5,96.11
38.175,10292.2,96.07
38.1775,10288.6,96.04
38.18,10285.3,96
38.1825,10282.1,95.96
38.185,10279,95.92
38.1875,10276.6,95.88
38.19,10274.5,95.84
38.1925,10273,95.8
38.195,10271.8,95.76
38.1975,10271.2,95.72
38.2,10270.7,95.68
38.2025,10270.4,95.64
38.205,10270.7,95.59
38.2075,10271.2,95.55
38.21,10271.9,95.51
38.2125,10272.9,95.47
38.215,10274.2,95.43
38.2175,10275.5,95.39
38.22,10277,95.35
38.2225,10278.2,95.31
38.225,10279.4,95.26
38.2275,10280.4,95.22
38.23,10280.9,95.18
38.2325,10280.9,95.14
38.235,10280.3,95.1
38.2375,10279.4,95.06
38.24,10277.7,95.02
38.2425,10276,94.98
38.245,10273.7,94.93
38.2475,10270.5,94.89
38.25,10267,94.85
38.2525,10263.2,94.81
38.255,10258.8,94.77
38.2575,10254.3,94.73
38.26,10249.6,94.69
38.2625,10245,94.64
38.265,10240.9,94.6
38.2675,10236.9,94.56
38.27,10233.5,94.52
38.2725,10230.5,94.48
38.275,10227.8,94.44
38.2775,10225.3,94.4
38.28,10223,94.36
38.2825,10220.7,94.32
38.285,10218.3,94.28
38.2875,10216.1,94.24
38.29,10213.9,94.2
38.2925,10211.8,94.16
38.295,10209.8,94.12
38.2975,10208.1,94.08
38.3,10206.7,94.04
38.3025,10205.5,94
38.305,10204.7,93.97
38.3075,10204.2,93.93
38.31,10204.4,93.89
38.3125,10204.6,93.85
38.315,10205.4,93.81
38.3175,10206.8,93.77
38.32,10208.8,93.74
38.3225,10211.2,93.7
38.325,10214.1,93.66
38.3275,10217.3,93.63
38.33,10220.7,93.59
38.3325,10223.8,93.56
38.335,10226.5,93.52
38.3375,10228.6,93.49
38.34,10229.7,93.45
38.3425,10230,93.41
38.345,10229.1,93.38
38.3475,10227.5,93.35
38.35,10225.3,93.31
38.3525,10222.6,93.28
38.355,10219.6,93.25
38.3575,10216.5,93.22
38.36,10213.8,93.18
38.3625,10211.3,93.15
38.365,10209.1,93.12
38.3675,10207,93.09
38.37,10205.3,93.06
38.3725,10203.9,93.03
38.375,10202.3,93
38.3775,10201,92.97
38.38,10199.5,92.94
38.3825,10198.2,92.91
38.385,10196.8,92.88
38.3875,10196,92.85
38.39,10195.1,92.83
38.3925,10194.1,92.8
38.395,10192.6,92.77
38.3975,10190.7,92.75
38.4,10188.4,92.72
38.4025,10185.5,92.69
38.405,10181.9,92.67
38.4075,10177.7,92.64
38.41,10173.2,92.62
38.4125,10168.3,92.6
38.415,10163.9,92.57
38.4175,10159.7,92.55
38.42,10156,92.53
38.4225,10152.4,92.51
38.425,10149,92.48
38.4275,10145.5,92.46
38.43,10142,92.44
38.4325,10138.4,92.42
38.435,10134.3,92.4
38.4375,10130.4,92.38
38.44,10126.3,92.36
38.4425,10122.3,92.34
38.445,10118.4,92.33
38.4475,10114.9,92.31
38.45,10111.8,92.29
38.4525,10109.3,92.28
38.455,10107,92.26
38.4575,10105,92.24
38.46,10103,92.23
38.4625,10100.6,92.21
38.465,10098.4,92.2
38.4675,10096,92.18
38.47,10093.8,92.17
38.4725,10091.6,92.16
38.475,10089.7,92.14
38.4775,10088.3,92.13
38.48,10087.5,92.12
38.4825,10087,92.11
38.485,10087.2,92.1
38.4875,10087.8,92.09
38.49,10087.9,92.08
38.4925,10087.8,92.07
38.495,10087.1,92.06
38.4975,10085.7,92.05
38.5,10083.4,92.04
38.5025,10080.8,92.03
38.505,10077.4,92.02
38.5075,10073.8,92.02
38.51,10069.8,92.01
38.5125,10065.8,92
38.515,10062.1,92
38.5175,10058.7,91.99
38.52,10055.9,91.98
38.5225,10053.6,91.98
38.525,10052,91.98
38.5275,10051,91.97
38.53,10050.9,91.97
38.5325,10051.5,91.96
38.535,10053,91.96
38.5375,10054.9,91.96
38.54,10057.2,91.96
38.5425,10059.3,91.95
38.545,10061.1,91.95
38.5475,10062.5,91.95
38.55,10063.2,91.95
38.5525,10063.7,91.95
38.555,10063.4,91.95
38.5575,10062.7,91.95
38.56,10061.9,91.95
38.5625,10061.2,91.95
38.565,10061.3,91.95
38.5675,10062.3,91.95
38.57,10064.4,91.95
38.5725,10067.3,91.95
38.575,10071,91.95
38.5775,10075,91.95
38.58,10079.1,91.95
38.5825,10083.3,91.96
38.585,10086.8,91.96
38.5875,10089.9,91.96
38.59,10092.2,91.97
38.5925,10093.9,91.97
38.595,10095,91.98
38.5975,10095.7,91.98
38.6,10096,91.98
38.6025,10096.2,91.99
38.605,10096,91.99
38.6075,10095.9,91.99
38.61,10095.5,92
38.6125,10095.2,92
38.615,10095.1,92.01
38.6175,10095.3,92.01
38.62,10096,92.02
38.6225,10097.1,92.02
38.625,10098.9,92.03
38.6275,10101.1,92.04
38.63,10103.9,92.04
38.6325,10106.8,92.05
38.635,10109.4,92.06
38.6375,10111.7,92.06
38.64,10113.3,92.07
38.6425,10114.2,92.07
38.645,10114.4,92.08
38.6475,10114,92.09
38.65,10113.3,92.09
38.6525,10112.4,92.1
38.655,10111.4,92.11
38.6575,10110.7,92.11
38.66,10110,92.12
38.6625,10109.4,92.13
38.665,10108.7,92.13
38.6675,10107.7,92.14
38.67,10106.5,92.14
38.6725,10104.9,92.15
38.675,10103,92.16
38.6775,10100.6,92.16
38.68,10098.2,92.17
38.6825,10095.6,92.18
38.685,10093.3,92.18
38.6875,10091.1,92.19
38.69,10089.3,92.2
38.6925,10087.4,92.2
38.695,10085.7,92.21
38.6975,10084,92.21
38.7,10082.2,92.22
38.7025,10080.6,92.23
38.705,10078.8,92.23
38.7075,10076.9,92.24
38.71,10074.7,92.25
38.7125,10072.4,92.25
38.715,10069.7,92.26
38.7175,10066.7,92.26
38.72,10063.3,92.27
38.7225,10059.5,92.27
38.725,10055.1,92.28
38.7275,10050.6,92.28
38.73,10045.5,92.29
38.7325,10040.9,92.29
38.735,10036.6,92.3
38.7375,10032.7,92.3
38.74,10029.1,92.3
38.7425,10025.8,92.31
38.745,10022.9,92.31
38.7475,10020,92.32
38.75,10017.3,92.32
38.7525,10014.6,92.32
38.755,10011.7,92.33
38.7575,10008.8,92.33
38.76,10006,92.33
38.7625,10003.4,92.33
38.765,10001.5,92.33
38.7675,9999.78,92.34
38.77,9998.71,92.34
38.7725,9997.9,92.34
38.775,9997.22,92.34
38.7775,9996.53,92.34
38.78,9995.34,92.34
38.7825,9993.95,92.34
38.785,9992.12,92.34
38.7875,9989.88,92.34
38.79,9987.38,92.34
38.7925,9984.59,92.34
38.795,9981.79,92.34
38.7975,9978.87,92.34
38.8,9975.9,92.34
38.8025,9973.02,92.34
38.805,9970,92.34
38.8075,9966.54,92.33
38.81,9962.76,92.33
38.8125,9958.62,92.33
38.815,9954.07,92.33
38.8175,9949.18,92.32
38.82,9944.17,92.32
38.8225,9939.24,92.32
38.825,9934.75,92.31
38.8275,9930.79,92.31
38.83,9927.56,92.3
38.8325,9925.31,92.3
38.835,9924.04,92.3
38.8375,9923.61,92.29
38.84,9924.04,92.28
38.8425,9925.1,92.28
38.845,9926.16,92.27
38.8475,9927.96,92.27
38.85,9929.69,92.26
38.8525,9931.52,92.25
38.855,9933.05,92.25
38.8575,9934.51,92.24
38.86,9935.44,92.23
38.8625,9936.09,92.23
38.865,9936.56,92.22
38.8675,9936.92,92.21
38.87,9937.42,92.2
38.8725,9938.06,92.19
38.875,9938.73,92.18
38.8775,9939.87,92.17
38.88,9941.22,92.16
38.8825,9942.87,92.15
38.885,9944.69,92.15
38.8875,9946.53,92.14
38.89,9948.15,92.13
38.8925,9949.61,92.11
38.895,9950.82,92.1
38.8975,9951.56,92.09
38.9,9951.86,92.08
38.9025,9951.63,92.07
38.905,9950.9,92.06
38.9075,9949.75,92.05
38.91,9947.97,92.03
38.9125,9945.73,92.02
38.915,9943.01,92.01
38.9175,9940.11,92
38.92,9937.18,91.99
38.9225,9934.46,91.97
38.925,9932.22,91.96
38.9275,9930.52,91.95
38.93,9929.39,91.93
38.9325,9928.76,91.92
38.935,9928.73,91.91
38.9375,9928.98,91.89
38.94,9929.18,91.88
38.9425,9929.29,91.86
38.945,9929.03,91.85
38.9475,9928.57,91.84
38.95,9927.76,91.82
38.9525,9926.87,91.81
38.955,9925.86,91.79
38.9575,9924.83,91.78
38.96,9923.77,91.76
38.9625,9922.91,91.75
38.965,9922.26,91.73
38.9675,9921.54,91.72
38.97,9920.87,91.7
38.9725,9919.74,91.68
38.975,9918.59,91.67
38.9775,9917.24,91.65
38.98,9915.41,91.64
38.9825,9913.17,91.62
38.985,9910.39,91.61
38.9875,9906.94,91.59
38.99,9902.8,91.57
38.9925,9898.11,91.55
38.995,9892.55,91.54
38.9975,9886.29,91.52
39,9879.3,91.51
39.0025,9871.59,91.49
39.005,9863.86,91.47
39.0075,9856.13,91.45
39.01,9848.51,91.44
39.0125,9841.46,91.42
39.015,9835.01,91.4
39.0175,9829.3,91.38
39.02,9824.43,91.37
39.0225,9820.39,91.35
39.025,9817.12,91.33
39.0275,9814.38,91.32
39.03,9812.19,91.3
39.0325,9810.35,91.28
39.035,9808.71,91.26
39.0375,9807.31,91.25
39.04,9806.09,91.23
39.0425,9805.27,91.21
39.045,9804.83,91.19
39.0475,9804.81,91.18
39.05,9805.57,91.16
39.0525,9806.77,91.14
39.055,9808.36,91.12
39.0575,9810.16,91.11
39.06,9811.98,91.09
39.0625,9813.68,91.07
39.065,9814.9,91.05
39.0675,9815.35,91.04
39.07,9815.42,91.02
39.0725,9814.94,91
39.075,9813.92,90.98
39.0775,9812.57,90.96
39.08,9810.97,90.95
39.0825,9809.07,90.93
39.085,9807.05,90.91
39.0875,9804.71,90.89
39.09,9802.51,90.88
39.0925,9800.31,90.86
39.095,9797.92,90.84
39.0975,9795.56,90.82
39.1,9793.17,90.81
39.1025,9790.72,90.79
39.105,9788.12,90.77
39.1075,9785.84,90.75
39.11,9783.45,90.74
39.1125,9781.15,90.72
39.115,9778.87,90.7
39.1175,9776.61,90.68
39.12,9774.38,90.67
39.1225,9772.56,90.65
39.125,9771.16,90.63
39.1275,9770.34,90.62
39.13,9770.03,90.6
39.1325,9770.04,90.58
39.135,9770.64,90.57
39.1375,9771.71,90.55
39.14,9773.06,90.53
39.1425,9774.52,90.51
39.145,9776.01,90.5
39.1475,9777.06,90.48
39.15,9777.75,90.46
39.1525,9778.07,90.45
39.155,9777.87,90.43
39.1575,9777.5,90.41
39.16,9776.77,90.4
39.1625,9775.9,90.38
39.165,9775,90.36
39.1675,9774.31,90.35
39.17,9773.92,90.33
39.1725,9774.24,90.31
39.175,9775.07,90.3
39.1775,9776.64,90.28
39.18,9778.68,90.26
39.1825,9780.95,90.25
39.185,9783.45,90.23
39.1875,9785.9,90.22
39.19,9788.18,90.2
39.1925,9790.09,90.18
39.195,9791.79,90.17
39.1975,9793.1,90.15
39.2,9794.19,90.13
39.2025,9794.81,90.12
39.205,9795.49,90.1
39.2075,9796.05,90.08
39.21,9796.12,90.07
39.2125,9796.01,90.05
39.215,9795.15,90.04
39.2175,9793.9,90.02
39.22,9792.27,90.01
39.2225,9790.09,89.99
39.225,9787.35,89.97
39.2275,9784,89.96
39.23,9779.88,89.94
39.2325,9775.18,89.93
39.235,9770,89.91
39.2375,9764.43,89.9
39.24,9758.71,89.88
39.2425,9752.67,89.86
39.245,9747.02,89.85
39.2475,9741.74,89.83
39.25,9737.45,89.82
39.2525,9733.84,89.8
39.255,9731.24,89.79
39.2575,9729.23,89.77
39.26,9727.19,89.76
39.2625,9725.36,89.74
39.265,9723.04,89.72
39.2675,9720.28,89.71
39.27,9716.73,89.69
39.2725,9712.74,89.68
39.275,9708.39,89.66
39.2775,9703.99,89.65
39.28,9699.71,89.63
39.2825,9696.05,89.62
39.285,9692.93,89.6
39.2875,9690.33,89.59
39.29,9688.26,89.57
39.2925,9686.42,89.56
39.295,9684.73,89.54
39.2975,9682.87,89.53
39.3,9681.17,89.51
39.3025,9679.45,89.5
39.305,9677.62,89.48
39.3075,9676.07,89.47
39.31,9674.83,89.45
39.3125,9673.99,89.44
39.315,9673.42,89.42
39.3175,9672.94,89.41
39.32,9672.89,89.39
